% Version 1.00
%
%time[s],re:Trc2_b2d1sam[V],im:Trc2_b2d1sam[V],
1.500000000000000E-003,-4.479505722056719E-006,-1.142742017551480E-005,
1.550000000000000E-003,-1.533284199953302E-005,-1.102632061511316E-005,
1.600000000000000E-003,-2.556410509010135E-005,-2.231902614590729E-006,
1.650000000000000E-003,1.903821566441213E-006,2.563294025357089E-005,
1.700000000000000E-003,4.943898886468629E-006,9.981086507063687E-006,
1.750000000000000E-003,-1.323903340322737E-007,-4.858640850156452E-006,
1.800000000000000E-003,4.193968160364468E-006,6.107772086463768E-007,
1.850000000000000E-003,-2.352099808439635E-005,-8.476522489579918E-006,
1.900000000000000E-003,-9.323293505322016E-006,1.412547171448983E-006,
1.950000000000000E-003,-3.322851645576052E-005,2.705388413424944E-005,
2.000000000000000E-003,6.219813455796439E-006,8.680033170252886E-006,
2.050000000000000E-003,-1.206446178695181E-005,3.271436848988803E-006,
2.100000000000000E-003,-1.040355219550104E-005,3.197050989836735E-006,
2.150000000000000E-003,-1.809983318741752E-005,-1.345478384677299E-005,
2.200000000000000E-003,-7.387930691296378E-006,-1.904050655243416E-005,
2.250000000000000E-003,6.024585985162241E-006,-1.023635804931564E-005,
2.300000000000000E-003,-7.340629904571955E-006,1.726197699547403E-005,
2.350000000000000E-003,1.918454081135688E-005,1.693539608753644E-005,
2.400000000000000E-003,9.321334103672640E-006,7.407419805836451E-006,
2.450000000000000E-003,4.169242014727104E-005,-1.118007923506067E-005,
2.500000000000000E-003,2.726688359604913E-006,-6.743254762501099E-006,
2.550000000000000E-003,1.526180751344800E-005,-4.672623258878200E-006,
2.600000000000000E-003,-6.070700057746988E-006,3.867155179211773E-006,
2.650000000000000E-003,-3.758943398450038E-005,1.065149361081782E-006,
2.700000000000000E-003,-2.427335792104064E-006,1.340339198632273E-006,
2.750000000000000E-003,-2.158232438201903E-005,5.948654008541904E-006,
2.800000000000000E-003,-1.527991124070564E-005,2.629883742963163E-005,
2.850000000000000E-003,-7.924395240168365E-007,-5.679847979499322E-006,
2.900000000000000E-003,2.014948087553543E-005,-1.625150264768434E-006,
2.950000000000000E-003,5.120686742978285E-006,-1.805718148545673E-006,
3.000000000000000E-003,-5.929766264938237E-006,1.234781156956217E-005,
3.050000000000000E-003,7.418582682217757E-006,2.558411753133198E-005,
3.100000000000000E-003,-1.446030020669343E-005,-7.633877401092547E-006,
3.150000000000000E-003,4.003074377543047E-006,-2.676738114791466E-005,
3.200000000000000E-003,3.541655345982577E-005,8.638938475777588E-006,
3.250000000000000E-003,9.072718172529449E-006,-2.535025124673163E-006,
3.300000000000000E-003,-9.092999756779952E-007,1.084601408528980E-005,
3.350000000000000E-003,-1.475426346925115E-005,-3.974270633508221E-006,
3.400000000000000E-003,1.005194227138835E-005,-1.556013824731727E-005,
3.450000000000000E-003,-2.123427062083095E-005,3.235187839728022E-006,
3.500000000000000E-003,2.169537413090229E-005,5.357290184534022E-007,
3.550000000000000E-003,-1.964118825796175E-005,1.468976809413610E-006,
3.600000000000000E-003,-1.167619572459045E-005,-1.473996196658942E-007,
3.650000000000000E-003,2.071686998733367E-006,-7.303402743315932E-006,
3.700000000000000E-003,-1.400499510727525E-005,-1.959275612330040E-005,
3.750000000000000E-003,2.107537556015007E-005,1.415653007129111E-005,
3.800000000000000E-003,-1.372819736945398E-005,1.741242343365909E-005,
3.850000000000000E-003,-2.613216591110484E-006,-4.344075040304024E-006,
3.900000000000000E-003,2.941282058362283E-005,2.962863322273984E-006,
3.950000000000000E-003,1.484790059960757E-005,2.640432071606335E-005,
4.000000000000000E-003,-9.854682040874996E-006,9.988898796696244E-006,
4.050000000000000E-003,-6.313752402064305E-006,-9.365319888102843E-006,
4.100000000000000E-003,8.617843271799569E-006,2.154829506326990E-005,
4.150000000000000E-003,-9.341874698642724E-006,3.423234746179832E-006,
4.200000000000001E-003,-1.046808330598049E-005,2.257429422518190E-005,
4.250000000000000E-003,8.047627589839204E-007,2.049094184252016E-005,
4.300000000000000E-003,1.054185189268027E-005,5.040454377709254E-006,
4.350000000000001E-003,2.106423121762181E-005,-4.808161642004737E-006,
4.400000000000000E-003,-7.000182668645967E-006,1.450295136637570E-005,
4.450000000000000E-003,1.359890310507497E-005,9.964451644737788E-006,
4.500000000000001E-003,2.334933135938432E-005,2.166657748887725E-005,
4.550000000000000E-003,4.566064770445892E-006,-1.631108119143360E-005,
4.600000000000000E-003,-1.211101935555242E-005,-2.339516117091175E-006,
4.650000000000001E-003,1.621751128477286E-005,5.409514469848456E-006,
4.700000000000000E-003,4.292818199318676E-006,5.825880273376889E-006,
4.750000000000000E-003,-3.076519284620510E-005,8.560876938251063E-006,
4.800000000000000E-003,1.215706615563353E-005,-1.515947756683500E-005,
4.850000000000000E-003,1.283668772311021E-005,9.844666577737136E-006,
4.900000000000000E-003,-1.305900833730371E-005,1.248020711406976E-005,
4.950000000000000E-003,-9.590257676381468E-006,-1.544260168834398E-006,
5.000000000000000E-003,2.215177322264210E-005,8.127189620015391E-006,
